時間(年月),海域位置,港口位置,港口名稱,船舶用途,船籍別 ,其他受傷人數 (人),其他失蹤人數 (人),其他死亡人數 (人),旅客受傷人數 (人),旅客失蹤人數 (人),旅客死亡人數 (人),無損害艘數 (艘),船員受傷人數 (人),船員失蹤人數 (人),船員死亡人數 (人),船損艘數 (艘),船沉艘數 (艘)
10703,其他,其他,其他,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
10703,我國海域,港區外,港區外,漁船,外輪,0,0,0,0,0,0,0,0,0,0,1,0
10703,我國海域,港區外,港區外,漁船,外輪,0,0,0,0,0,0,2,0,0,0,1,0
10703,我國海域,國外海域不分,國外海域不分,漁船,外輪,0,0,0,0,0,0,4,0,0,0,0,0
10703,我國海域,港區外,港區外,商船,國輪,0,0,1,0,0,0,3,0,0,1,1,0
10703,我國海域,港區外,港區外,商船,國輪,0,0,1,0,0,0,1,0,0,1,0,0
10704,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,1,0,0,0,0,0
10704,其他,其他,其他,商船,國輪,0,0,0,0,0,0,1,0,0,0,0,0
10704,其他,其他,其他,商船,國輪,0,0,0,0,0,0,2,0,0,0,0,0
10704,其他,其他,其他,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
10704,其他,其他,其他,漁船,外輪,0,0,0,0,0,0,0,0,0,0,2,0
10704,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,1,0,0,0,1,0
10704,我國海域,港區外,港區外,漁船,外輪,0,0,0,0,0,0,4,0,0,0,0,0
10704,我國海域,國外海域不分,國外海域不分,漁船,外輪,0,0,0,0,0,0,2,0,0,0,0,0
10704,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,0,0,0,0,3,1
10704,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,1
10704,我國海域,國外海域不分,國外海域不分,商船,國輪,0,0,0,0,0,0,0,0,0,0,0,1
10705,其他,其他,其他,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
10705,其他,其他,其他,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
10705,其他,其他,其他,漁船,外輪,0,0,0,0,0,0,0,0,0,0,1,0
10705,我國海域,國外海域不分,國外海域不分,商船,國輪,0,0,0,0,0,0,1,0,0,0,0,0
10705,我國海域,港區外,港區外,漁船,外輪,0,0,0,0,0,0,1,0,0,0,0,0
10705,我國海域,國外海域不分,國外海域不分,漁船,外輪,0,0,0,0,0,0,2,0,0,0,1,0
10705,我國海域,港區外,港區外,商船,國輪,0,1,0,0,0,0,2,0,1,0,2,0
10705,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
10706,其他,其他,其他,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
10706,其他,其他,其他,漁船,外輪,0,0,0,0,0,0,0,0,0,0,1,0
10706,其他,其他,其他,商船,國輪,0,0,0,0,0,0,0,0,0,0,2,0
10706,其他,其他,其他,漁船,外輪,0,0,0,0,0,0,0,0,0,0,2,0
10706,其他,其他,其他,商船,國輪,0,0,0,0,0,0,1,0,0,0,0,0
10706,其他,其他,其他,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
10706,其他,其他,其他,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
10706,其他,其他,其他,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
10706,我國海域,港區外,港區外,漁船,外輪,0,0,0,0,0,0,0,0,0,0,0,1
10706,我國海域,港區外,港區外,漁船,外輪,0,0,0,0,0,0,2,0,0,0,0,0
10706,我國海域,國外海域不分,國外海域不分,漁船,外輪,0,0,0,0,0,0,1,0,0,0,0,0
10706,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,0,0,0,0,2,1
10706,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
10706,我國海域,國外海域不分,國外海域不分,商船,國輪,0,0,1,0,0,0,1,0,0,1,0,0
10707,我國海域,港區外,港區外,漁船,外輪,0,0,0,0,0,0,1,0,0,0,0,0
10707,其他,其他,其他,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
10707,其他,其他,其他,商船,國輪,0,0,0,0,0,0,0,0,0,0,0,1
10707,其他,其他,其他,商船,國輪,0,0,1,0,0,0,1,0,0,1,0,0
10707,其他,其他,其他,商船,國輪,0,0,0,0,0,0,1,0,0,0,0,0
10707,其他,其他,其他,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
10707,其他,其他,其他,商船,國輪,1,0,1,0,0,0,0,1,0,1,2,0
10707,其他,其他,其他,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
10707,其他,其他,其他,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
10707,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
10707,我國海域,港區外,港區外,漁船,外輪,0,0,0,0,0,0,4,0,0,0,0,0
10707,我國海域,國外海域不分,國外海域不分,漁船,外輪,0,0,0,0,0,0,1,0,0,0,0,0
10707,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
10707,我國海域,港區外,港區外,商船,國輪,0,0,1,0,0,0,1,0,0,1,1,0
10707,我國海域,國外海域不分,國外海域不分,商船,國輪,0,0,0,0,0,0,1,0,0,0,0,1
10708,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,1,0,0,0,0,0
10708,我國海域,港區外,港區外,漁船,外輪,0,0,0,0,0,0,0,0,0,0,1,0
10708,其他,其他,其他,商船,國輪,0,0,0,0,0,0,0,0,0,0,0,1
10708,其他,其他,其他,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
10708,其他,其他,其他,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
10708,其他,其他,其他,漁船,外輪,0,0,0,0,0,0,1,0,0,0,1,0
10708,其他,其他,其他,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
10708,其他,其他,其他,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
10708,其他,其他,其他,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
10708,其他,其他,其他,漁船,外輪,0,0,0,0,0,0,0,0,0,0,1,0
10708,其他,其他,其他,漁船,外輪,0,0,0,0,0,0,0,0,0,0,1,0
10708,我國海域,港區外,港區外,漁船,外輪,0,0,0,0,0,0,3,0,0,0,0,0
10708,我國海域,國外海域不分,國外海域不分,漁船,外輪,0,0,0,0,0,0,2,0,0,0,0,0
10708,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,0,0,0,0,2,0
10708,我國海域,港區外,港區外,商船,國輪,0,1,1,0,0,0,2,0,1,1,0,0
10709,我國海域,港區外,港區外,漁船,外輪,0,0,0,0,0,0,1,0,0,0,0,0
10709,其他,其他,其他,漁船,外輪,0,0,0,0,0,0,1,0,0,0,2,0
10709,其他,其他,其他,商船,國輪,1,0,0,0,0,0,1,1,0,0,0,0
10709,其他,其他,其他,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
10709,我國海域,港區外,港區外,漁船,外輪,0,0,0,0,0,0,1,0,0,0,3,0
10709,我國海域,港區外,港區外,漁船,外輪,0,0,0,0,0,0,2,0,0,0,0,0
10709,我國海域,國外海域不分,國外海域不分,漁船,外輪,0,0,0,0,0,0,2,0,0,0,0,0
10709,我國海域,港區外,港區外,商船,國輪,1,1,0,0,0,0,0,1,1,0,5,0
10710,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
10710,其他,其他,其他,漁船,外輪,0,0,0,0,0,0,1,0,0,0,0,0
10710,其他,其他,其他,商船,國輪,0,0,0,0,0,0,0,0,0,0,2,0
10710,其他,其他,其他,漁船,外輪,0,0,0,0,0,0,0,0,0,0,1,0
10710,其他,其他,其他,商船,國輪,0,0,0,0,0,0,4,0,0,0,0,0
10710,其他,其他,其他,漁船,外輪,0,0,0,0,0,0,4,0,0,0,0,0
10710,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
10710,我國海域,港區外,港區外,漁船,外輪,0,0,0,0,0,0,1,0,0,0,1,0
10710,我國海域,港區外,港區外,漁船,外輪,0,0,0,0,0,0,3,0,0,0,0,0
10710,我國海域,國外海域不分,國外海域不分,漁船,外輪,0,0,0,0,0,0,6,0,0,0,0,0
10710,我國海域,港區外,港區外,商船,國輪,1,0,1,0,0,0,1,1,0,1,2,1
10710,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,3,0,0,0,0,1
10711,其他,其他,其他,商船,國輪,0,0,0,0,0,0,0,0,0,0,2,0
10711,其他,其他,其他,漁船,外輪,0,0,0,0,0,0,1,0,0,0,1,0
10711,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
10711,其他,其他,其他,商船,國輪,0,0,0,0,0,0,1,0,0,0,0,0
10711,其他,其他,其他,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
10711,我國海域,港區外,港區外,漁船,外輪,0,0,0,0,0,0,0,0,0,0,1,0
10711,我國海域,國外海域不分,國外海域不分,漁船,外輪,0,0,0,0,0,0,2,0,0,0,0,0
10711,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,1,0,0,0,0,0
10712,其他,其他,其他,商船,國輪,0,0,1,0,0,0,0,0,0,1,1,0
10712,其他,其他,其他,商船,國輪,1,0,0,0,0,0,2,1,0,0,0,0
10712,其他,其他,其他,漁船,外輪,0,0,0,0,0,0,0,0,0,0,2,0
10712,其他,其他,其他,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
10712,其他,其他,其他,商船,國輪,0,0,0,0,0,0,1,0,0,0,1,0
10712,其他,其他,其他,商船,國輪,2,0,0,0,0,0,0,2,0,0,1,0
10712,我國海域,港區外,港區外,漁船,外輪,0,0,0,0,0,0,2,0,0,0,0,0
10712,我國海域,國外海域不分,國外海域不分,漁船,外輪,0,0,0,0,0,0,1,0,0,0,0,0
10712,我國海域,港區外,港區外,其他,大陸船舶,0,0,0,0,0,0,0,0,0,0,1,0
10712,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,0,0,0,0,2,0
10712,我國海域,國外海域不分,國外海域不分,商船,國輪,0,0,1,0,0,0,1,0,0,1,1,0
10801,其他,其他,其他,漁船,外輪,0,0,0,0,0,0,1,0,0,0,0,0
10801,其他,其他,其他,其他,大陸船舶,0,0,0,0,0,0,1,0,0,0,0,0
10801,我國海域,港區外,港區外,商船,國輪,1,0,0,0,0,0,1,1,0,0,1,0
10801,我國海域,港區外,港區外,漁船,外輪,0,0,0,0,0,0,0,0,0,0,1,0
10801,我國海域,港區外,港區外,漁船,外輪,0,0,0,0,0,0,1,0,0,0,0,0
10801,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
10801,其他,其他,其他,漁船,外輪,0,0,0,0,0,0,1,0,0,0,0,0
10801,其他,其他,其他,漁船,外輪,0,0,0,0,0,0,0,0,0,0,1,0
10801,我國海域,港區外,港區外,漁船,外輪,0,0,0,0,0,0,1,0,0,0,0,0
10801,其他,其他,其他,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
10801,其他,其他,其他,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
10801,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,0,0,0,0,2,0
10801,我國海域,港區外,港區外,商船,國輪,0,1,0,0,1,0,1,0,0,0,0,0
10801,我國海域,國外海域不分,國外海域不分,商船,國輪,0,0,0,0,0,0,1,0,0,0,0,0
10801,我國海域,港區外,港區外,漁船,外輪,0,0,0,0,0,0,3,0,0,0,0,0
10801,我國海域,國外海域不分,國外海域不分,漁船,外輪,0,10,1,0,0,0,2,0,10,1,0,1
10801,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,0,0,0,0,2,0
10801,其他,其他,其他,商船,國輪,0,0,0,0,0,0,1,0,0,0,0,0
10801,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
10801,我國海域,國外海域不分,國外海域不分,商船,國輪,0,0,1,0,0,0,1,0,0,1,0,0
10802,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,1,0,0,0,0,0
10802,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
10802,其他,其他,其他,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
10802,其他,其他,其他,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
10802,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,0,0,0,0,2,0
10802,我國海域,港區外,港區外,漁船,外輪,0,0,0,0,0,0,2,0,0,0,0,0
10802,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,1,0,0,0,1,0
10802,我國海域,國外海域不分,國外海域不分,商船,國輪,0,0,1,0,0,0,1,0,0,1,0,0
10803,我國海域,港區外,港區外,商船,國輪,0,0,1,0,0,0,1,0,0,1,0,0
10803,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,1,0,0,0,0,0
10803,我國海域,港區外,港區外,商船,國輪,0,0,1,0,0,0,1,0,0,1,0,0
10803,其他,其他,其他,商船,國輪,0,0,0,0,0,0,0,0,0,0,2,0
10803,我國海域,港區外,港區外,漁船,外輪,0,0,0,0,0,0,1,0,0,0,0,0
10803,其他,其他,其他,漁船,外輪,0,0,0,0,0,0,0,0,0,0,1,0
10803,我國海域,港區外,港區外,漁船,外輪,0,0,0,0,0,0,1,0,0,0,0,0
10803,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
10803,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,1,0,0,0,0,0
10803,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
10803,我國海域,港區外,港區外,漁船,外輪,0,0,0,0,0,0,0,0,0,0,1,0
10803,我國海域,港區外,港區外,其他,大陸船舶,0,0,0,0,0,0,1,0,0,0,0,0
10803,其他,其他,其他,商船,國輪,0,0,1,0,0,0,1,0,0,1,0,0
10803,我國海域,港區外,港區外,漁船,外輪,0,0,0,0,0,0,2,0,0,0,1,0
10803,我國海域,國外海域不分,國外海域不分,漁船,外輪,0,0,0,0,0,0,2,0,0,0,0,0
10803,我國海域,港區外,港區外,商船,國輪,2,5,2,0,0,0,2,2,5,2,1,1
10804,我國海域,港區外,港區外,漁船,外輪,0,0,0,0,0,0,1,0,0,0,0,0
10804,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,0,0,0,0,0,1
10804,我國海域,港區外,港區外,商船,國輪,0,0,1,0,0,0,1,0,0,1,0,0
10804,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,1,0,0,0,0,0
10804,我國海域,港區外,港區外,商船,國輪,0,0,1,0,0,0,1,0,0,1,0,0
10804,我國海域,港區外,港區外,商船,國輪,1,0,0,0,0,0,0,1,0,0,1,0
10804,其他,其他,其他,商船,國輪,0,0,1,0,0,0,1,0,0,1,0,0
10804,我國海域,港區外,港區外,商船,國輪,0,0,1,0,0,1,1,0,0,0,0,0
10804,我國海域,港區外,港區外,商船,國輪,1,0,0,0,0,0,1,1,0,0,0,0
10804,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,1,0,0,0,0,0
10804,我國海域,港區外,港區外,其他,大陸船舶,0,0,0,0,0,0,1,0,0,0,0,0
10804,其他,其他,其他,漁船,外輪,0,0,0,0,0,0,0,0,0,0,1,0
10804,我國海域,港區外,港區外,商船,國輪,0,0,1,0,0,0,1,0,0,1,0,0
10804,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,1,0,0,0,0,0
10804,其他,其他,其他,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
10804,我國海域,港區外,港區外,漁船,外輪,0,0,0,0,0,0,2,0,0,0,0,0
10804,我國海域,國外海域不分,國外海域不分,漁船,外輪,0,0,0,0,0,0,3,0,0,0,0,0
10804,我國海域,港區外,港區外,商船,國輪,2,7,1,0,0,0,0,2,7,1,1,0
10805,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,1,0,0,0,0,0
10805,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,0,0,0,0,0,1
10805,其他,其他,其他,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
10805,其他,其他,其他,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
10805,其他,其他,其他,漁船,外輪,0,0,0,0,0,0,0,0,0,0,1,0
10805,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,1,0,0,0,0,0
10805,其他,其他,其他,漁船,外輪,0,0,0,0,0,0,0,0,0,0,1,0
10805,我國海域,港區外,港區外,商船,國輪,2,0,0,0,0,0,0,2,0,0,0,1
10805,其他,其他,其他,漁船,外輪,0,0,0,0,0,0,0,0,0,0,1,0
10805,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,1,0,0,0,0,0
10805,其他,其他,其他,商船,國輪,0,0,1,0,0,0,1,0,0,1,0,0
10805,我國海域,港區外,港區外,漁船,外輪,0,0,0,0,0,0,2,0,0,0,1,0
10805,我國海域,國外海域不分,國外海域不分,漁船,外輪,0,0,0,0,0,0,1,0,0,0,0,0
10805,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,0,0,0,0,0,1
10805,我國海域,國外海域不分,國外海域不分,商船,國輪,0,1,0,0,0,0,1,0,1,0,0,0
10806,其他,其他,其他,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
10806,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,0,0,0,0,0,1
10806,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
10806,其他,其他,其他,漁船,外輪,0,0,0,0,0,0,0,0,0,0,1,0
10806,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,0,0,0,0,0,1
10806,我國海域,港區外,港區外,商船,國輪,1,0,0,0,0,0,0,1,0,0,1,0
10806,其他,其他,其他,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
10806,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
10806,其他,其他,其他,商船,國輪,0,0,0,0,0,0,1,0,0,0,1,0
10806,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,0,0,0,0,0,1
10806,我國海域,港區外,港區外,漁船,外輪,0,0,0,0,0,0,1,0,0,0,0,0
10806,我國海域,國外海域不分,國外海域不分,漁船,外輪,0,1,1,0,0,0,4,0,1,1,1,0
10807,其他,其他,其他,其他,大陸船舶,0,0,0,0,0,0,0,0,0,0,1,0
10807,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,1,0,0,0,0,0
10807,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
10807,其他,其他,其他,商船,國輪,0,0,0,0,0,0,0,0,0,0,0,1
10807,其他,其他,其他,漁船,外輪,0,0,0,0,0,0,0,0,0,0,1,0
10807,其他,其他,其他,其他,大陸船舶,0,0,0,0,0,0,0,0,0,0,1,0
10807,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,1,0,0,0,0,0
10807,其他,其他,其他,商船,國輪,0,0,1,0,0,0,1,0,0,1,0,0
10807,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,1,0,0,0,1,1
10807,其他,其他,其他,漁船,外輪,0,0,0,0,0,0,1,0,0,0,0,0
10807,其他,其他,其他,商船,國輪,0,0,0,0,0,0,1,0,0,0,1,0
10807,我國海域,港區外,港區外,漁船,外輪,0,0,0,0,0,0,2,0,0,0,0,0
10807,我國海域,港區外,港區外,商船,國輪,0,0,1,0,0,0,1,0,0,1,0,0
10807,我國海域,國外海域不分,國外海域不分,商船,國輪,0,0,0,0,0,0,1,0,0,0,0,0
10808,我國海域,港區外,港區外,商船,國輪,0,0,1,0,0,0,1,0,0,1,0,0
10808,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,0,0,0,0,0,1
10808,我國海域,港區外,港區外,商船,國輪,0,0,1,0,0,0,1,0,0,1,0,0
10808,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,0,0,0,0,0,1
10808,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,1,0,0,0,0,0
10808,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,1,0,0,0,0,0
10808,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,1,0,0,0,0,0
10808,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
10808,其他,其他,其他,商船,國輪,0,0,1,0,0,0,1,0,0,1,0,0
10808,其他,其他,其他,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
10808,我國海域,港區外,港區外,漁船,外輪,0,0,0,0,0,0,1,0,0,0,0,0
10808,我國海域,港區外,港區外,漁船,外輪,0,0,0,0,0,0,0,0,0,0,1,0
10808,其他,其他,其他,商船,國輪,0,0,0,0,0,0,0,0,0,0,0,1
10808,我國海域,港區外,港區外,漁船,外輪,0,0,0,0,0,0,3,0,0,0,0,0
10808,我國海域,國外海域不分,國外海域不分,漁船,外輪,0,0,0,0,0,0,1,0,0,0,0,0
10808,我國海域,國外海域不分,國外海域不分,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
10809,其他,其他,其他,商船,國輪,1,0,1,0,0,0,0,1,0,1,1,0
10809,我國海域,港區外,港區外,漁船,外輪,0,0,0,0,0,0,2,0,0,0,0,0
10809,其他,其他,其他,漁船,外輪,0,0,0,0,0,0,0,0,0,0,2,0
10809,其他,其他,其他,商船,國輪,0,0,1,0,0,0,1,0,0,1,0,0
10809,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,1,0,0,0,0,0
10809,其他,其他,其他,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
10809,我國海域,港區外,港區外,商船,國輪,6,0,0,0,0,0,0,6,0,0,1,0
10809,其他,其他,其他,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
10809,其他,其他,其他,其他,大陸船舶,0,0,0,0,0,0,0,0,0,0,1,0
10809,其他,其他,其他,漁船,外輪,0,0,0,0,0,0,0,0,0,0,1,0
10809,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,1,0,0,0,0,1
10809,其他,其他,其他,漁船,外輪,0,0,0,0,0,0,0,0,0,0,1,0
10809,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,2,0,0,0,0,0
10809,我國海域,港區外,港區外,漁船,外輪,0,0,0,0,0,0,2,0,0,0,0,0
10809,我國海域,國外海域不分,國外海域不分,漁船,外輪,0,0,0,0,0,0,1,0,0,0,0,0
10810,我國海域,港區外,港區外,商船,國輪,1,0,0,1,0,0,0,0,0,0,1,0
