時間(年月),海域位置,港口位置,港口名稱,船舶用途,船籍別 ,其他受傷人數 (人),其他失蹤人數 (人),其他死亡人數 (人),旅客受傷人數 (人),旅客失蹤人數 (人),旅客死亡人數 (人),無損害艘數 (艘),船員受傷人數 (人),船員失蹤人數 (人),船員死亡人數 (人),船損艘數 (艘),船沉艘數 (艘)
10810,我國海域,港區外,港區外,商船,國輪,0,1,0,0,0,0,1,0,1,0,0,0
10810,其他,其他,其他,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
10810,其他,其他,其他,漁船,外輪,0,0,0,0,0,0,1,0,0,0,0,0
10810,其他,其他,其他,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
10810,其他,其他,其他,商船,國輪,0,0,0,0,0,0,1,0,0,0,0,0
10810,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,1,0,0,0,0,0
10810,其他,其他,其他,商船,國輪,0,0,0,0,0,0,1,0,0,0,0,0
10810,我國海域,港區外,港區外,商船,國輪,0,0,1,0,0,0,0,0,0,1,1,0
10810,我國海域,港區外,港區外,漁船,外輪,0,0,0,0,0,0,1,0,0,0,1,0
10810,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
10810,我國海域,港區外,港區外,漁船,外輪,0,0,0,0,0,0,4,0,0,0,0,0
10810,我國海域,國外海域不分,國外海域不分,漁船,外輪,1,0,0,0,0,0,3,1,0,0,1,0
10810,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,0,0,0,0,0,1
10810,我國海域,國外海域不分,國外海域不分,商船,國輪,0,9,0,0,0,0,0,0,9,0,0,1
10811,其他,其他,其他,商船,國輪,1,0,0,0,0,0,2,1,0,0,0,0
10811,其他,其他,其他,漁船,外輪,0,0,0,0,0,0,0,0,0,0,1,0
10811,其他,其他,其他,商船,國輪,0,0,0,0,0,0,1,0,0,0,3,0
10811,其他,其他,其他,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
10811,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,1
10811,其他,其他,其他,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
10811,其他,其他,其他,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
10811,其他,其他,其他,漁船,外輪,0,0,0,0,0,0,0,0,0,0,1,0
10811,我國海域,港區外,港區外,商船,國輪,1,0,0,0,0,0,0,1,0,0,1,0
10811,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
10811,我國海域,港區外,港區外,漁船,外輪,0,0,0,0,0,0,4,0,0,0,0,0
10811,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,1,0,0,0,1,0
10811,我國海域,國外海域不分,國外海域不分,商船,國輪,0,0,0,0,0,0,0,0,0,0,0,1
10902,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,1,0,0,0,0,0
10902,其他,其他,其他,商船,國輪,0,0,0,0,0,0,1,0,0,0,0,0
10902,其他,其他,其他,漁船,外輪,0,0,0,0,0,0,0,0,0,0,1,0
10902,其他,其他,其他,漁船,外輪,0,0,0,0,0,0,0,0,0,0,1,0
10902,其他,其他,其他,商船,國輪,0,0,0,0,0,0,1,0,0,0,1,0
10902,其他,其他,其他,漁船,外輪,0,0,0,0,0,0,0,0,0,0,1,0
10902,我國海域,港區外,港區外,商船,國輪,0,1,0,0,0,0,1,0,1,0,1,0
10902,我國海域,港區外,港區外,漁船,外輪,0,0,0,0,0,0,3,0,0,0,0,0
10903,我國海域,港區外,港區外,商船,國輪,0,0,1,0,0,0,0,0,0,1,1,0
10903,其他,其他,其他,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
10903,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
10903,其他,其他,其他,商船,國輪,0,0,0,0,0,0,0,0,0,0,2,0
10903,其他,其他,其他,漁船,外輪,0,0,0,0,0,0,1,0,0,0,0,0
10903,其他,其他,其他,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
10903,我國海域,港區外,港區外,商船,國輪,0,0,1,0,0,0,1,0,0,1,0,0
10903,其他,其他,其他,商船,國輪,0,0,0,0,0,0,1,0,0,0,1,0
10903,其他,其他,其他,商船,國輪,0,0,2,0,0,0,0,0,0,2,0,1
10903,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
10903,其他,其他,其他,漁船,外輪,0,0,2,0,0,0,0,0,0,2,1,0
10903,其他,其他,其他,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
10903,其他,其他,其他,漁船,外輪,0,0,0,0,0,0,0,0,0,0,1,0
10903,我國海域,港區外,港區外,商船,國輪,1,0,0,0,0,0,1,1,0,0,0,0
10903,我國海域,港區外,港區外,漁船,外輪,0,0,0,0,0,0,1,0,0,0,0,0
10903,我國海域,港區外,港區外,商船,國輪,1,0,1,1,0,0,1,0,0,1,1,0
10903,我國海域,港區外,港區外,漁船,外輪,0,0,0,0,0,0,2,0,0,0,0,0
10903,我國海域,港區外,港區外,商船,國輪,0,0,1,0,0,0,2,0,0,1,0,0
10904,其他,其他,其他,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
10904,其他,其他,其他,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
10904,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
10904,其他,其他,其他,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
10904,其他,其他,其他,商船,國輪,0,0,0,0,0,0,1,0,0,0,0,0
10904,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
10904,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,1,0,0,0,0,0
10904,其他,其他,其他,漁船,外輪,0,0,0,0,0,0,1,0,0,0,1,0
10904,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
10904,其他,其他,其他,商船,國輪,0,0,0,0,0,0,1,0,0,0,0,0
10904,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,1,0,0,0,0,0
10904,我國海域,港區外,港區外,漁船,外輪,0,0,0,0,0,0,2,0,0,0,0,0
10904,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,1,0,0,0,0,0
10904,我國海域,港區外,港區外,漁船,外輪,0,0,1,0,0,0,1,0,0,1,0,0
10905,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,1,0,0,0,0,0
10905,其他,其他,其他,漁船,外輪,0,0,0,0,0,0,1,0,0,0,0,0
10905,其他,其他,其他,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
10905,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,1,0,0,0,0,0
10905,其他,其他,其他,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
10905,其他,其他,其他,漁船,外輪,0,0,0,0,0,0,0,0,0,0,1,0
10905,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
10905,其他,其他,其他,漁船,外輪,0,0,0,0,0,0,0,0,0,0,1,0
10905,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,1,0,0,0,0,0
10905,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,1,0,0,0,4,0
10905,我國海域,港區外,港區外,漁船,外輪,0,0,0,0,0,0,2,0,0,0,0,0
10905,我國海域,國外海域不分,國外海域不分,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
10812,我國海域,港區外,港區外,漁船,外輪,0,0,0,0,0,0,1,0,0,0,0,0
10812,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
10812,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,1,0,0,0,0,0
10812,我國海域,港區外,港區外,商船,國輪,0,0,1,0,0,0,1,0,0,1,0,0
10812,其他,其他,其他,商船,國輪,0,0,0,0,0,0,0,0,0,0,3,0
10812,其他,其他,其他,漁船,外輪,0,0,0,0,0,0,0,0,0,0,2,0
10812,我國海域,港區外,港區外,漁船,外輪,0,0,0,0,0,0,1,0,0,0,0,0
10812,我國海域,港區外,港區外,商船,國輪,0,6,0,0,0,0,0,0,6,0,1,1
10812,我國海域,港區外,港區外,漁船,外輪,0,0,0,0,0,0,1,0,0,0,0,0
10812,其他,其他,其他,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
10812,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
10812,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,1,0,0,0,0,0
10812,我國海域,港區外,港區外,商船,國輪,0,0,1,0,0,0,2,0,0,1,0,1
10812,我國海域,港區外,港區外,商船,國輪,0,0,2,0,0,0,0,0,0,2,0,1
10812,我國海域,港區外,港區外,漁船,外輪,0,0,0,0,0,0,3,0,0,0,0,0
10812,我國海域,國外海域不分,國外海域不分,漁船,外輪,0,0,0,0,0,0,2,0,0,0,0,0
10812,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,1,0,0,0,0,0
10812,我國海域,國外海域不分,國外海域不分,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
10901,其他,其他,其他,商船,國輪,9,0,6,0,0,0,0,9,0,6,3,0
10901,我國海域,港區外,港區外,商船,國輪,0,1,0,0,0,0,0,0,1,0,0,1
10901,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
10901,其他,其他,其他,漁船,外輪,0,0,0,0,0,0,0,0,0,0,1,0
10901,其他,其他,其他,商船,國輪,0,0,0,0,0,0,1,0,0,0,1,0
10901,其他,其他,其他,其他,大陸船舶,0,0,0,0,0,0,0,0,0,0,1,0
10901,其他,其他,其他,商船,國輪,0,0,0,0,0,0,1,0,0,0,0,0
10901,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
10901,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
10901,其他,其他,其他,商船,國輪,0,0,2,0,0,0,2,0,0,2,0,0
10901,其他,其他,其他,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
10901,我國海域,港區外,港區外,漁船,外輪,0,0,0,0,0,0,0,0,0,0,1,0
10901,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,1,0,0,0,0,0
10901,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,0,0,0,0,2,0
10901,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
10901,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,1,0,0,0,0,0
10901,我國海域,港區外,港區外,漁船,外輪,0,0,0,0,0,0,3,0,0,0,0,0
10901,我國海域,港區外,港區外,商船,國輪,0,0,1,0,0,0,1,0,0,1,0,0
10906,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,1,0,0,0,0,0
10906,其他,其他,其他,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
10906,其他,其他,其他,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
10906,其他,其他,其他,商船,國輪,0,0,0,0,0,0,0,0,0,0,3,0
10906,其他,其他,其他,商船,國輪,0,0,0,0,0,0,0,0,0,0,2,0
10906,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,0,0,0,0,0,1
10906,其他,其他,其他,商船,國輪,0,0,0,0,0,0,1,0,0,0,1,0
10906,其他,其他,其他,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
10906,其他,其他,其他,漁船,外輪,0,0,0,0,0,0,1,0,0,0,1,0
10906,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,1,0,0,0,0,0
10906,其他,其他,其他,商船,國輪,0,0,0,0,0,0,1,0,0,0,0,0
10906,其他,其他,其他,商船,國輪,0,0,0,0,0,0,1,0,0,0,1,0
10906,其他,其他,其他,漁船,外輪,0,0,0,0,0,0,0,0,0,0,2,0
10906,我國海域,港區外,港區外,漁船,外輪,0,0,0,0,0,0,1,0,0,0,0,0
10906,我國海域,國外海域不分,國外海域不分,漁船,外輪,0,0,0,0,0,0,1,0,0,0,0,0
10906,其他,其他,其他,商船,國輪,0,0,0,0,0,0,1,0,0,0,0,0
10907,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
10907,其他,其他,其他,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
10907,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,1,0,0,0,0,0
10907,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
10907,其他,其他,其他,商船,國輪,0,0,0,0,0,0,1,0,0,0,0,0
10907,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
10907,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,1,0,0,0,0,1
10907,其他,其他,其他,商船,國輪,0,0,0,0,0,0,2,0,0,0,0,0
10907,其他,其他,其他,漁船,外輪,0,0,0,0,0,0,1,0,0,0,1,0
10907,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,1,0,0,0,0,0
10907,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
10907,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,1,0,0,0,0,0
10907,我國海域,港區外,港區外,漁船,外輪,0,0,0,0,0,0,1,0,0,0,0,0
10907,其他,其他,其他,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
10907,我國海域,港區外,港區外,漁船,外輪,0,0,0,0,0,0,0,0,0,0,1,0
10907,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
10907,其他,其他,其他,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
10907,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,2,0,0,0,0,1
10907,我國海域,港區外,港區外,漁船,外輪,0,0,0,0,0,0,1,0,0,0,0,0
10907,我國海域,國外海域不分,國外海域不分,漁船,外輪,0,0,0,0,0,0,1,0,0,0,0,0
10907,我國海域,港區外,港區外,商船,國輪,0,2,0,0,0,0,2,0,2,0,0,1
10908,其他,其他,其他,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
10908,其他,其他,其他,商船,國輪,0,0,0,0,0,0,0,0,0,0,3,0
10908,其他,其他,其他,漁船,外輪,0,0,0,0,0,0,1,0,0,0,0,0
10908,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
10908,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,2,0,0,0,0,0
10908,我國海域,港區外,港區外,漁船,外輪,0,0,0,0,0,0,2,0,0,0,0,0
10909,其他,其他,其他,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
10909,其他,其他,其他,商船,國輪,0,0,0,0,0,0,0,0,0,0,2,0
10909,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,0,0,0,0,0,1
10909,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,1,0,0,0,0,0
10909,其他,其他,其他,商船,國輪,0,0,0,0,0,0,1,0,0,0,0,0
10909,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,1,0,0,0,0,0
10909,其他,其他,其他,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
10909,我國海域,港區外,港區外,漁船,外輪,0,0,0,0,0,0,1,0,0,0,0,0
10909,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,1,0,0,0,0,0
10909,我國海域,國外海域不分,國外海域不分,商船,國輪,0,2,1,0,0,0,2,0,2,1,0,0
10910,我國海域,港區外,港區外,商船,國輪,2,0,0,0,0,0,0,2,0,0,2,0
10910,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
10910,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
10910,其他,其他,其他,商船,國輪,0,0,1,0,0,0,1,0,0,1,0,0
10910,我國海域,國外海域不分,國外海域不分,漁船,外輪,0,0,0,0,0,0,2,0,0,0,0,0
10911,其他,其他,其他,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
10911,其他,其他,其他,商船,國輪,0,0,0,0,0,0,1,0,0,0,0,0
10911,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
10911,我國海域,港區外,港區外,漁船,外輪,0,0,0,0,0,0,1,0,0,0,0,0
10911,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
10911,其他,其他,其他,商船,國輪,0,0,0,0,0,0,0,0,0,0,2,0
10911,我國海域,港區外,港區外,漁船,外輪,0,5,0,0,0,0,0,0,5,0,0,1
10911,其他,其他,其他,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
10911,其他,其他,其他,商船,國輪,0,0,0,0,0,0,0,0,0,0,2,0
10911,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
10911,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,0,0,0,0,0,1
10911,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
10911,其他,其他,其他,商船,國輪,0,0,0,0,0,0,1,0,0,0,0,0
10911,其他,其他,其他,漁船,外輪,0,0,0,0,0,0,0,0,0,0,1,0
10911,我國海域,港區外,港區外,漁船,外輪,0,0,0,0,0,0,3,0,0,0,0,0
10911,我國海域,國外海域不分,國外海域不分,漁船,外輪,0,0,0,0,0,0,1,0,0,0,0,0
10912,我國海域,港區外,港區外,商船,國輪,1,0,0,0,0,0,0,1,0,0,1,0
10912,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
10912,其他,其他,其他,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
10912,我國海域,港區外,港區外,漁船,外輪,0,0,0,0,0,0,1,0,0,0,0,0
10912,我國海域,港區外,港區外,商船,國輪,0,1,0,0,0,0,1,0,1,0,0,0
11002,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,1,0,0,0,0,0
11002,其他,其他,其他,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
11002,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
11002,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
11002,其他,其他,其他,漁船,外輪,0,0,0,0,0,0,0,0,0,0,1,0
11002,其他,其他,其他,商船,國輪,1,0,0,0,0,0,2,1,0,0,2,0
11002,我國海域,港區外,港區外,漁船,外輪,0,0,0,0,0,0,0,0,0,0,1,0
11002,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,1,0,0,0,0,0
11002,其他,其他,其他,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
11002,我國海域,港區外,港區外,漁船,外輪,0,0,0,0,0,0,1,0,0,0,0,0
11002,其他,其他,其他,商船,國輪,0,0,0,0,0,0,0,0,0,0,0,1
11002,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,1,0,0,0,0,0
11002,我國海域,港區外,港區外,漁船,外輪,0,0,0,0,0,0,1,0,0,0,0,0
11002,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,0,0,0,0,0,1
11002,我國海域,港區外,港區外,漁船,外輪,0,0,0,0,0,0,3,0,0,0,0,0
11002,我國海域,國外海域不分,國外海域不分,漁船,外輪,0,0,0,0,0,0,1,0,0,0,0,0
11002,我國海域,港區外,港區外,商船,國輪,0,0,1,0,0,0,1,0,0,1,2,0
11002,我國海域,國外海域不分,國外海域不分,商船,國輪,0,2,0,0,0,0,2,0,2,0,0,0
11003,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,1,0,0,0,0,0
11003,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,1,0,0,0,0,0
11003,其他,其他,其他,商船,國輪,0,0,0,0,0,0,2,0,0,0,1,0
11003,我國海域,港區外,港區外,漁船,外輪,0,0,0,0,0,0,1,0,0,0,0,0
11003,其他,其他,其他,漁船,外輪,0,1,0,0,0,0,2,0,1,0,0,0
11003,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,0,0,0,0,2,0
11003,我國海域,港區外,港區外,商船,國輪,0,1,0,0,0,0,1,0,1,0,1,0
11003,其他,其他,其他,漁船,外輪,0,0,0,0,0,0,1,0,0,0,0,0
11003,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,1,0,0,0,1,1
11003,我國海域,港區外,港區外,漁船,外輪,0,0,0,0,0,0,1,0,0,0,0,0
11003,我國海域,國外海域不分,國外海域不分,漁船,外輪,0,1,0,0,0,0,3,0,1,0,0,0
11003,我國海域,國外海域不分,國外海域不分,商船,國輪,0,0,0,0,0,0,1,0,0,0,0,0
11004,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,1,0,0,0,0,0
11004,我國海域,港區外,港區外,漁船,外輪,0,0,0,0,0,0,1,0,0,0,0,0
11004,我國海域,港區外,港區外,漁船,外輪,0,0,1,0,0,0,1,0,0,1,1,0
11004,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,1
11004,其他,其他,其他,商船,國輪,0,0,0,0,0,0,0,0,0,0,2,0
11004,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
11004,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,1,0,0,0,0,0
11004,我國海域,港區外,港區外,漁船,外輪,0,0,0,0,0,0,1,0,0,0,0,0
11004,我國海域,國外海域不分,國外海域不分,漁船,外輪,0,0,0,0,0,0,1,0,0,0,1,0
11004,我國海域,港區外,港區外,商船,國輪,0,0,5,0,0,0,5,0,0,5,0,0
11005,我國海域,港區外,港區外,商船,國輪,0,0,1,0,0,0,0,0,0,1,1,0
11005,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
11005,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
11005,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,0,0,0,0,0,1
11005,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,0,0,0,0,0,1
11005,其他,其他,其他,商船,國輪,2,0,0,1,0,0,0,1,0,0,1,0
11005,我國海域,港區外,港區外,商船,國輪,0,0,0,0,0,0,0,0,0,0,1,0
11005,我國海域,港區外,港區外,漁船,外輪,0,0,0,0,0,0,1,0,0,0,0,0
11005,我國海域,國外海域不分,國外海域不分,漁船,外輪,0,0,0,0,0,0,0,0,0,0,1,0
11005,我國海域,港區外,港區外,商船,國輪,0,10,1,0,0,0,1,0,10,1,1,0
11005,我國海域,國外海域不分,國外海域不分,商船,國輪,0,0,0,0,0,0,1,0,0,0,0,0
