時間,臺灣港口,貨物別,地區別,重量(公噸)
098年01月,基隆港,瀝青,廣東廣州,4186
098年03月,基隆港,瀝青,廣東廣州,3265
098年04月,基隆港,瀝青,廣東廣州,2937
098年04月,基隆港,瀝青,江蘇江陰,4113
098年09月,基隆港,其他,廣東蛇口,46
098年10月,基隆港,其他,山東青島,3
099年04月,基隆港,鋼材,天津,2
099年06月,基隆港,其他,廣東東莞,62
099年08月,基隆港,其他,廣東三山,363
099年11月,基隆港,鋼材,上海,1
099年11月,基隆港,其他,廣東中山,62
100年01月,基隆港,鋼材,天津,6
100年01月,基隆港,其他,廣東麻涌,142
100年03月,基隆港,其他,天津新港,10
100年04月,基隆港,其他,天津新港,5
100年05月,基隆港,鋼材,天津,7
100年05月,基隆港,其他,天津新港,17
100年06月,基隆港,其他,廣東沙田,208
100年07月,基隆港,鋼材,天津,5
101年11月,基隆港,鋼材,上海,1
101年12月,基隆港,其他,上海,1
102年01月,基隆港,鋼材,上海,1
102年01月,基隆港,其他,上海,1
102年12月,基隆港,鋼材,上海,5
103年03月,基隆港,鋼材,上海,1
103年05月,基隆港,製材,廣東東莞,2
103年05月,基隆港,其他,上海,1
103年07月,基隆港,製材,廣東東莞,2
104年01月,基隆港,薪材,福建馬尾,1
104年01月,基隆港,其他,上海浦東機場,1
104年08月,基隆港,製材,廣東東莞,1
104年10月,基隆港,製材,廣東東莞,1
104年10月,基隆港,其他,江蘇昆山,4
104年10月,基隆港,其他,浙江寧波,1
104年11月,基隆港,其他,江蘇昆山,6
104年11月,基隆港,其他,浙江寧波,1
104年11月,基隆港,其他,天津新港,146
104年11月,基隆港,其他,福建廈門,1
104年12月,基隆港,製材,廣東東莞,1
104年12月,基隆港,其他,江蘇昆山,3
105年01月,基隆港,鋼材,遼寧大連,1
105年02月,基隆港,其他,浙江寧波,2
105年03月,基隆港,製材,廣東東莞,2
105年03月,基隆港,其他,江蘇昆山,2
105年03月,基隆港,其他,上海,3
105年04月,基隆港,其他,江蘇昆山,2
105年04月,基隆港,其他,上海,3
105年05月,基隆港,鋼材,遼寧大連,1
105年05月,基隆港,其他,廣東黃埔,55
105年05月,基隆港,其他,江蘇昆山,2
105年05月,基隆港,其他,上海,1
105年05月,基隆港,其他,福建廈門,1
105年06月,基隆港,其他,江蘇昆山,2
105年07月,基隆港,其他,江蘇昆山,2
105年08月,基隆港,其他,江蘇昆山,2
105年08月,基隆港,其他,上海,1
105年08月,基隆港,其他,天津新港,2
105年09月,基隆港,其他,江蘇昆山,2
105年10月,基隆港,其他,江蘇昆山,3
105年11月,基隆港,其他,江蘇昆山,2
105年12月,基隆港,鋼材,遼寧大連,2
105年12月,基隆港,其他,江蘇昆山,2
106年01月,基隆港,鋼材,遼寧大連,1
106年01月,基隆港,其他,江蘇昆山,3
106年03月,基隆港,其他,江蘇昆山,2
106年04月,基隆港,其他,江蘇昆山,1
106年04月,基隆港,其他,廣東蛇口,1
106年05月,基隆港,其他,江蘇昆山,1
106年06月,基隆港,鋼材,遼寧大連,1
106年06月,基隆港,其他,江蘇昆山,1
106年06月,基隆港,其他,上海,6
106年07月,基隆港,其他,江蘇昆山,2
106年08月,基隆港,其他,江蘇昆山,3
106年09月,基隆港,其他,江蘇昆山,3
106年10月,基隆港,其他,江蘇昆山,3
106年11月,基隆港,鋼材,遼寧大連,1
106年11月,基隆港,其他,江蘇昆山,2
106年11月,基隆港,其他,上海,1
106年12月,基隆港,其他,江蘇昆山,1
106年12月,基隆港,其他,天津新港,3
107年01月,基隆港,其他,江蘇昆山,1
107年03月,基隆港,其他,江蘇昆山,1
107年04月,基隆港,其他,江蘇昆山,1
107年05月,基隆港,其他,江蘇昆山,1
107年06月,基隆港,其他,廣東黃埔,3
107年06月,基隆港,其他,江蘇昆山,1
107年07月,基隆港,鋼材,遼寧大連,1
107年07月,基隆港,其他,上海,2
107年08月,基隆港,其他,江蘇昆山,1
107年08月,基隆港,其他,天津新港,1
107年09月,基隆港,其他,江蘇昆山,2
107年09月,基隆港,其他,山東青島,1
107年10月,基隆港,鋼材,天津新港,1
107年12月,基隆港,其他,廣東黃埔新港,5
107年12月,基隆港,其他,天津新港,1
108年02月,基隆港,其他,廣東黃埔新港,4
108年02月,基隆港,其他,山東青島,1
108年03月,基隆港,鋼材,天津新港,1
108年04月,基隆港,其他,廣東黃埔,3
108年04月,基隆港,其他,福建廈門,5
108年06月,基隆港,其他,廣東黃埔,3
108年09月,基隆港,其他,廣東黃埔,3
108年11月,基隆港,其他,廣東蓮花山,1
108年11月,基隆港,其他,上海,1
109年03月,基隆港,其他,廣東蓮花山,3
109年06月,基隆港,其他,廣東蓮花山,2
109年06月,基隆港,其他,上海,4
109年08月,基隆港,其他,廣東蓮花山,6
109年08月,基隆港,其他,廣東鹽田,1
109年09月,基隆港,其他,廣東蓮花山,3
109年10月,基隆港,其他,廣東蓮花山,7
109年11月,基隆港,其他,廣東蓮花山,6
109年12月,基隆港,其他,上海,2
110年01月,基隆港,其他,天津新港,1
098年02月,臺中港,化工原料,江蘇常熟,1201
098年02月,臺中港,其他,廣東蛇口,443
098年04月,臺中港,化工原料,上海,80
098年04月,臺中港,製材,上海,2
098年04月,臺中港,其他,廣東蛇口,608
098年05月,臺中港,化工原料,上海,40
098年05月,臺中港,其他,廣東蛇口,615
098年06月,臺中港,其他,廣東蛇口,592
098年07月,臺中港,化工原料,上海,40
098年07月,臺中港,其他,遼寧鱍魚圈,5500
098年07月,臺中港,其他,江蘇常熟,918
098年07月,臺中港,其他,廣東蛇口,591
098年08月,臺中港,其他,江蘇南京,15000
098年08月,臺中港,其他,廣東蛇口,614
098年11月,臺中港,其他,河北京唐（唐山）,6500
098年11月,臺中港,其他,廣東蛇口,614
099年01月,臺中港,其他,廣東蛇口,615
099年02月,臺中港,其他,廣東蛇口,567
099年03月,臺中港,化工原料,浙江寧波,43
099年03月,臺中港,化工原料,天津,29
099年03月,臺中港,其他,江蘇南京,4950
099年05月,臺中港,其他,廣東蛇口,612
099年06月,臺中港,其他,廣東蛇口,613
099年08月,臺中港,其他,上海,17
099年09月,臺中港,其他,江蘇鎮江,23500
100年01月,臺中港,鋼材,上海,9
100年01月,臺中港,其他,廣東蛇口,616
100年02月,臺中港,鋼材,上海,3
100年03月,臺中港,鋼材,上海,26
100年03月,臺中港,其他,江蘇南通,6500
100年03月,臺中港,其他,廣東蛇口,592
100年05月,臺中港,鋼材,上海,8
100年06月,臺中港,鋼材,上海,3
100年07月,臺中港,鋼材,上海,3
100年08月,臺中港,鋼材,上海,3
100年09月,臺中港,鋼材,上海,5
100年11月,臺中港,鋼材,上海,7
100年12月,臺中港,鋼材,上海,2
101年02月,臺中港,其他,上海,27
101年11月,臺中港,化工原料,江蘇張家港,2021
102年03月,臺中港,化工原料,江蘇常熟,2845
102年03月,臺中港,化工原料,江蘇鎮江,2400
102年04月,臺中港,化工原料,江蘇常熟,2919
102年04月,臺中港,化工原料,江蘇泰州,2450
102年04月,臺中港,化工原料,江蘇張家港,4800
102年08月,臺中港,化工原料,廣東惠州,1024
103年01月,臺中港,其他,上海,38
103年02月,臺中港,其他,浙江寧波,128
103年07月,臺中港,其他,上海,33
103年08月,臺中港,其他,廣東黃埔,206
103年09月,臺中港,其他,廣東黃埔,1394
103年10月,臺中港,其他,山東煙臺,13000
103年11月,臺中港,其他,江蘇南通,12500
103年12月,臺中港,化工原料,浙江寧波,1997
103年12月,臺中港,其他,山東煙臺,13000
103年12月,臺中港,其他,福建漳州,6000
104年01月,臺中港,其他,福建福州,1132
104年02月,臺中港,化工原料,江蘇江陰,1841
104年03月,臺中港,化工原料,江蘇江陰,717
104年04月,臺中港,鹽類,江蘇江陰,1
104年04月,臺中港,其他,江蘇南通,7200
104年04月,臺中港,其他,山東煙臺,13000
104年05月,臺中港,化工原料,江蘇常熟,1012
104年05月,臺中港,化工原料,江蘇江陰,1499
104年05月,臺中港,其他,廣東黃埔,988
104年05月,臺中港,其他,山東煙臺,11000
104年10月,臺中港,其他,福建廈門,1
104年10月,臺中港,其他,山東煙臺,8500
104年11月,臺中港,其他,江蘇南通,6500
104年11月,臺中港,其他,山東煙臺,4300
104年12月,臺中港,其他,福建漳州,3500
105年01月,臺中港,化工原料,遼寧鱍魚圈,5999
105年01月,臺中港,其他,上海,2
105年01月,臺中港,其他,天津新港,55
105年02月,臺中港,其他,山東煙臺,9000
105年03月,臺中港,化工原料,遼寧鱍魚圈,3001
105年04月,臺中港,化工原料,遼寧鱍魚圈,2999
105年04月,臺中港,其他,福建廈門,1
105年05月,臺中港,化工原料,遼寧鱍魚圈,3000
105年05月,臺中港,其他,山東煙臺,11000
105年05月,臺中港,其他,福建漳州,3500
105年06月,臺中港,化工原料,遼寧鱍魚圈,6002
105年07月,臺中港,化工原料,遼寧鱍魚圈,3002
105年07月,臺中港,其他,山東煙臺,13000
105年09月,臺中港,其他,福建廈門,2
105年09月,臺中港,其他,山東煙臺,5500
105年11月,臺中港,其他,福建廈門,1
105年11月,臺中港,其他,山東煙臺,9000
105年11月,臺中港,其他,福建漳州,4000
106年01月,臺中港,鋼材,上海,3
106年03月,臺中港,鋼材,上海,2
106年03月,臺中港,其他,山東煙臺,13000
106年04月,臺中港,鋼材,上海,3
106年04月,臺中港,其他,江蘇昆山,1
106年04月,臺中港,其他,山東煙臺,13000
106年04月,臺中港,其他,福建漳州,4000
106年07月,臺中港,其他,江蘇南通,6300
106年07月,臺中港,其他,山東煙臺,6500
106年11月,臺中港,其他,江蘇太倉,42
106年11月,臺中港,其他,山東煙臺,13100
106年11月,臺中港,其他,福建漳州,2000
106年12月,臺中港,化工原料,浙江舟山,1099
107年01月,臺中港,其他,上海,2
107年01月,臺中港,其他,山東煙臺,12700
107年02月,臺中港,其他,上海,6
107年04月,臺中港,化工原料,上海,1
107年04月,臺中港,其他,福建漳州,4000
107年05月,臺中港,肥料,福建廈門,1
107年07月,臺中港,其他,山東煙臺,13000
107年07月,臺中港,其他,福建漳州,2000
107年08月,臺中港,其他,廣東黃埔,3
107年10月,臺中港,其他,山東煙臺,13150
107年11月,臺中港,其他,上海,2
107年12月,臺中港,化工原料,上海,1
107年12月,臺中港,其他,上海,1
107年12月,臺中港,其他,福建漳州,2000
108年01月,臺中港,其他,上海,29
108年01月,臺中港,其他,廣東三山,76
108年02月,臺中港,其他,上海,116
108年02月,臺中港,其他,山東煙臺,13000
108年03月,臺中港,其他,廣東虎門,68
108年03月,臺中港,其他,上海,121
108年04月,臺中港,化工原料,江蘇連雲港,1991
108年04月,臺中港,其他,上海,60
108年04月,臺中港,其他,山東煙臺,13000
108年04月,臺中港,其他,福建漳州,2000
108年05月,臺中港,化工原料,上海漕涇,5867
108年05月,臺中港,其他,上海,3
108年06月,臺中港,化工原料,上海漕涇,2907
108年06月,臺中港,其他,上海,1
108年06月,臺中港,其他,山東煙臺,13000
108年06月,臺中港,其他,福建漳州,2000
108年07月,臺中港,化工原料,上海漕涇,4450
108年07月,臺中港,化工原料,福建江陰,1492
108年07月,臺中港,其他,上海,91
108年08月,臺中港,化工原料,江蘇常熟,2997
108年08月,臺中港,化工原料,上海漕涇,5709
108年08月,臺中港,化工原料,廣東東莞,2499
108年08月,臺中港,其他,江蘇常熟,10
108年09月,臺中港,化工原料,上海漕涇,2627
108年09月,臺中港,化工原料,廣東東莞,3352
108年10月,臺中港,其他,上海,3
108年10月,臺中港,其他,山東煙臺,13000
108年11月,臺中港,化工原料,上海漕涇,3201
108年11月,臺中港,化工原料,廣東東莞,5701
108年11月,臺中港,其他,廣東茂名,1503
108年11月,臺中港,其他,上海,3
108年11月,臺中港,其他,福建漳州,2000
108年12月,臺中港,化工原料,上海,4
108年12月,臺中港,其他,上海,1
109年01月,臺中港,化工原料,上海漕涇,6400
109年01月,臺中港,其他,上海,2
109年02月,臺中港,化工原料,廣東東莞,1998
109年02月,臺中港,化工原料,遼寧東港,1000
109年02月,臺中港,其他,上海,3
109年02月,臺中港,其他,山東煙臺,8500
109年03月,臺中港,其他,廣東虎門,59
109年04月,臺中港,其他,廣東虎門,221
109年04月,臺中港,其他,上海,4
109年04月,臺中港,其他,福建漳州,2000
109年05月,臺中港,焦炭,廣西欽州,5415
109年05月,臺中港,其他,上海,4
109年06月,臺中港,化工原料,江蘇常熟,2006
109年06月,臺中港,其他,廣東虎門,270
109年06月,臺中港,其他,上海,4
109年07月,臺中港,其他,廣東虎門,63
109年07月,臺中港,其他,上海,5
109年08月,臺中港,其他,上海,3
109年09月,臺中港,化工原料,江蘇江陰,2015
109年09月,臺中港,其他,上海,4
109年10月,臺中港,化工原料,上海漕涇,6202
109年10月,臺中港,化工原料,廣東東莞,1998
109年10月,臺中港,化工原料,江蘇南通,1995
109年10月,臺中港,其他,上海,2
109年11月,臺中港,焦炭,廣西欽州,5460
109年11月,臺中港,化工原料,上海漕涇,6000
109年11月,臺中港,化工原料,浙江寧波,1942
109年11月,臺中港,其他,上海,1
109年12月,臺中港,化工原料,上海漕涇,3100
109年12月,臺中港,化工原料,江蘇江陰,1971
110年01月,臺中港,化工原料,上海漕涇,3000
110年01月,臺中港,其他,上海,2
110年04月,臺中港,化工原料,江蘇常熟,1934
110年04月,臺中港,化工原料,江蘇江陰,2001
110年04月,臺中港,其他,上海,2
098年01月,高雄港,化工原料,江蘇江陰,8827
098年01月,高雄港,化工原料,浙江寧波,2992
098年01月,高雄港,化工原料,江蘇南通,4011
098年01月,高雄港,化工原料,上海,2237
098年01月,高雄港,化工原料,江蘇張家港,10972
098年01月,高雄港,化工原料,廣東珠海,12555
098年01月,高雄港,瀝青,江蘇鎮江,4198
098年01月,高雄港,燃料油,廣東黃埔,15639
098年01月,高雄港,燃料油,廣東珠海,58947
098年01月,高雄港,鋼材,上海,5
098年01月,高雄港,廢鐵,廣東黃埔新港,9983
098年01月,高雄港,白蠟油,浙江寧波,1548
098年01月,高雄港,其他,山東萊州,1880
098年02月,高雄港,化工原料,廣東東莞,3473
098年02月,高雄港,化工原料,江蘇江陰,4608
098年02月,高雄港,化工原料,江蘇連雲港,750
098年02月,高雄港,化工原料,浙江寧波,951
098年02月,高雄港,化工原料,江蘇南通,5426
098年02月,高雄港,化工原料,上海,3578
098年02月,高雄港,化工原料,江蘇張家港,3975
098年02月,高雄港,化工原料,廣東珠海,6989
098年02月,高雄港,瀝青,江蘇江陰,5232
098年02月,高雄港,瀝青,山東萊州,4090
098年02月,高雄港,燃料油,上海,29954
098年02月,高雄港,燃料油,天津,79945
098年02月,高雄港,廢鐵,廣東黃埔新港,26511
098年02月,高雄港,白蠟油,江蘇南京,5366
098年02月,高雄港,白蠟油,江蘇南通,1550
098年02月,高雄港,其他,廣東東莞,1926
098年02月,高雄港,其他,山東龍口,7420
098年03月,高雄港,化工原料,江蘇常熟,3104
098年03月,高雄港,化工原料,廣東東莞,1896
098年03月,高雄港,化工原料,江蘇江陰,4838
098年03月,高雄港,化工原料,江蘇連雲港,779
098年03月,高雄港,化工原料,廣東茂名,592
098年03月,高雄港,化工原料,浙江寧波,961
098年03月,高雄港,化工原料,江蘇南通,7933
098年03月,高雄港,化工原料,上海,40
098年03月,高雄港,化工原料,天津,2114
098年03月,高雄港,化工原料,浙江乍浦,951
098年03月,高雄港,化工原料,江蘇鎮江,2906
098年03月,高雄港,化工原料,江蘇張家港,3020
098年03月,高雄港,化工原料,廣東珠海,10746
098年03月,高雄港,瀝青,浙江寧波,5249
098年03月,高雄港,瀝青,江蘇鎮江,5236
098年03月,高雄港,燃料油,江蘇南京,2000
098年03月,高雄港,廢鐵,福建福州,1038
098年03月,高雄港,廢鐵,廣東黃埔新港,14401
098年03月,高雄港,白蠟油,浙江寧波,1050
098年03月,高雄港,白蠟油,江蘇南京,4067
098年03月,高雄港,其他,江蘇南京,1658
098年03月,高雄港,其他,江蘇南通,1927
098年03月,高雄港,其他,上海,934
098年04月,高雄港,化工原料,江蘇常熟,4042
098年04月,高雄港,化工原料,廣東東莞,961
098年04月,高雄港,化工原料,江蘇江陰,5184
098年04月,高雄港,化工原料,浙江寧波,1887
098年04月,高雄港,化工原料,江蘇南通,954
098年04月,高雄港,化工原料,上海,4808
098年04月,高雄港,化工原料,福建廈門,4784
098年04月,高雄港,化工原料,江蘇鎮江,3015
098年04月,高雄港,化工原料,廣東珠海,9774
098年04月,高雄港,瀝青,江蘇江陰,5225
098年04月,高雄港,瀝青,江蘇南京,4082
098年04月,高雄港,瀝青,廣東汕頭,4069
098年04月,高雄港,瀝青,江蘇鎮江,3053
098年04月,高雄港,燃料油,江蘇南京,2005
098年04月,高雄港,燃料油,上海,29962
098年04月,高雄港,燃料油,廣東珠海,36336
098年04月,高雄港,潤滑油,江蘇南通,1020
098年04月,高雄港,鋼材,上海,1
098年04月,高雄港,白蠟油,江蘇南京,5351
098年04月,高雄港,其他,山東龍口,5500
098年04月,高雄港,其他,江蘇南京,5552
098年04月,高雄港,其他,江蘇南通,1034
098年04月,高雄港,其他,廣東水東,1926
098年05月,高雄港,化工原料,江蘇常熟,5951
098年05月,高雄港,化工原料,江蘇江陰,8590
098年05月,高雄港,化工原料,江蘇連雲港,236
098年05月,高雄港,化工原料,廣東茂名,679
098年05月,高雄港,化工原料,浙江寧波,6966
098年05月,高雄港,化工原料,江蘇南通,6856
098年05月,高雄港,化工原料,上海,80
098年05月,高雄港,化工原料,福建廈門,4785
098年05月,高雄港,化工原料,江蘇鎮江,4500
098年05月,高雄港,化工原料,江蘇張家港,7811
098年05月,高雄港,化工原料,廣東珠海,6114
098年05月,高雄港,瀝青,山東萊州,3800
098年05月,高雄港,瀝青,江蘇南京,3950
098年05月,高雄港,瀝青,江蘇鎮江,5210
098年05月,高雄港,柴油,上海,6000
098年05月,高雄港,柴油,天津,3973
098年05月,高雄港,燃料油,江蘇南京,1999
098年05月,高雄港,燃料油,上海,29558
098年05月,高雄港,燃料油,廣東珠海,37652
098年05月,高雄港,潤滑油,江蘇南通,1007
098年05月,高雄港,白蠟油,江蘇南京,3806
098年05月,高雄港,其他,廣東東莞,843
098年05月,高雄港,其他,江蘇南京,5015
098年05月,高雄港,其他,廣東珠海,1922
098年06月,高雄港,化工原料,江蘇常熟,3521
098年06月,高雄港,化工原料,廣東東莞,2279
098年06月,高雄港,化工原料,江蘇江陰,3999
098年06月,高雄港,化工原料,江蘇連雲港,954
098年06月,高雄港,化工原料,浙江寧波,13756
098年06月,高雄港,化工原料,江蘇南通,6824
098年06月,高雄港,化工原料,上海,59
098年06月,高雄港,化工原料,福建廈門,9808
098年06月,高雄港,化工原料,江蘇鎮江,3013
098年06月,高雄港,化工原料,廣東珠海,13003
098年06月,高雄港,瀝青,廣東東莞,1741
098年06月,高雄港,瀝青,江蘇江陰,2729
098年06月,高雄港,瀝青,山東萊州,3900
098年06月,高雄港,瀝青,江蘇鎮江,5310
098年06月,高雄港,燃料油,江蘇南京,2000
098年06月,高雄港,燃料油,廣東珠海,38483
098年06月,高雄港,潤滑油,江蘇江陰,1432
098年06月,高雄港,白蠟油,浙江寧波,2099
098年06月,高雄港,白蠟油,江蘇南京,2851
098年06月,高雄港,其他,廣東茂名,1077
098年06月,高雄港,其他,浙江寧波,6060
098年06月,高雄港,其他,江蘇南京,3453
098年06月,高雄港,其他,江蘇南通,1205
098年06月,高雄港,其他,廣東水東,1949
098年07月,高雄港,化工原料,江蘇常熟,2014
098年07月,高雄港,化工原料,江蘇常州,1005
098年07月,高雄港,化工原料,廣東東莞,951
098年07月,高雄港,化工原料,江蘇江陰,1001
098年07月,高雄港,化工原料,浙江寧波,2952
098年07月,高雄港,化工原料,江蘇南通,3936
098年07月,高雄港,化工原料,上海,40
098年07月,高雄港,化工原料,廣東蛇口,1000
098年07月,高雄港,化工原料,江蘇張家港,6009
098年07月,高雄港,化工原料,廣東珠海,7032
098年07月,高雄港,瀝青,福建福州,4625
098年07月,高雄港,柴油,廣東珠海,68727
098年07月,高雄港,燃料油,廣東珠海,37037
098年07月,高雄港,鋼材,上海,1
098年07月,高雄港,其他,廣東黃埔,6060
098年07月,高雄港,其他,江蘇南通,1919
098年07月,高雄港,其他,廣東水東,1946
098年07月,高雄港,其他,福建廈門,2
098年08月,高雄港,化工原料,江蘇常熟,1982
098年08月,高雄港,化工原料,廣東東莞,480
098年08月,高雄港,化工原料,遼寧大連,4777
098年08月,高雄港,化工原料,江蘇江陰,3498
098年08月,高雄港,化工原料,廣東茂名,983
098年08月,高雄港,化工原料,浙江寧波,2020
098年08月,高雄港,化工原料,福建泉州,502
098年08月,高雄港,化工原料,上海,60
098年08月,高雄港,化工原料,天津,2313
098年08月,高雄港,化工原料,福建廈門,4751
098年08月,高雄港,化工原料,江蘇鎮江,5901
098年08月,高雄港,化工原料,江蘇張家港,7249
098年08月,高雄港,化工原料,廣東珠海,12192
098年08月,高雄港,瀝青,浙江乍浦,10517
098年08月,高雄港,燃料油,上海,36829
098年08月,高雄港,潤滑油,江蘇南通,1021
098年08月,高雄港,鋼材,上海,3
098年08月,高雄港,白蠟油,江蘇南京,2348
098年08月,高雄港,其他,廣東黃埔,6060
098年08月,高雄港,其他,廣東茂名,1943
098年08月,高雄港,其他,江蘇南京,3010
098年08月,高雄港,其他,山東日照,6060
098年09月,高雄港,化工原料,江蘇常熟,1921
098年09月,高雄港,化工原料,江蘇常州,2562
098年09月,高雄港,化工原料,廣東東莞,7884
098年09月,高雄港,化工原料,遼寧大連,4751
098年09月,高雄港,化工原料,江蘇江陰,1953
098年09月,高雄港,化工原料,山東嵐山,3057
098年09月,高雄港,化工原料,廣東茂名,853
098年09月,高雄港,化工原料,浙江寧波,10745
098年09月,高雄港,化工原料,江蘇南通,4939
098年09月,高雄港,化工原料,上海,6936
098年09月,高雄港,化工原料,廣東蛇口,1000
098年09月,高雄港,化工原料,廣東珠海,8804
098年09月,高雄港,燃料油,上海,29841
098年09月,高雄港,燃料油,廣東珠海,37895
098年09月,高雄港,鋼材,上海,2
098年09月,高雄港,白蠟油,浙江寧波,411
098年09月,高雄港,白蠟油,江蘇南京,3802
098年09月,高雄港,其他,山東萊州,1463
098年09月,高雄港,其他,江蘇連雲港,6060
098年09月,高雄港,其他,江蘇鎮江,1947
098年10月,高雄港,化工原料,江蘇常熟,1001
098年10月,高雄港,化工原料,江蘇江陰,1934
098年10月,高雄港,化工原料,江蘇連雲港,1501
098年10月,高雄港,化工原料,浙江寧波,9441
098年10月,高雄港,化工原料,江蘇南通,1008
098年10月,高雄港,化工原料,上海,80
098年10月,高雄港,化工原料,福建廈門,5238
098年10月,高雄港,化工原料,江蘇張家港,4399
098年10月,高雄港,化工原料,廣東珠海,7057
098年10月,高雄港,燃料油,廣東黃埔,23887
098年10月,高雄港,燃料油,廣東珠海,11923
098年10月,高雄港,鋼材,上海,4
098年10月,高雄港,白蠟油,江蘇南京,3999
098年10月,高雄港,其他,江蘇南通,4004
098年10月,高雄港,其他,上海,1
098年11月,高雄港,化工原料,江蘇常熟,4066
098年11月,高雄港,化工原料,江蘇常州,591
098年11月,高雄港,化工原料,廣東東莞,1891
098年11月,高雄港,化工原料,福建福州,969
098年11月,高雄港,化工原料,江蘇江陰,993
098年11月,高雄港,化工原料,浙江寧波,5990
098年11月,高雄港,化工原料,廣東南沙,20
098年11月,高雄港,化工原料,江蘇南通,1950
098年11月,高雄港,化工原料,上海,40
098年11月,高雄港,化工原料,福建廈門,4779
098年11月,高雄港,化工原料,江蘇鎮江,3034
098年11月,高雄港,化工原料,廣東珠海,3914
098年11月,高雄港,鋼材,上海,15
098年11月,高雄港,白蠟油,江蘇南京,3815
098年11月,高雄港,其他,廣東東莞,2027
098年11月,高雄港,其他,山東萊州,955
098年11月,高雄港,其他,江蘇南京,7323
098年11月,高雄港,其他,江蘇南通,1500
098年11月,高雄港,其他,浙江乍浦,2091
098年12月,高雄港,化工原料,江蘇常熟,3896
098年12月,高雄港,化工原料,廣東東莞,3450
098年12月,高雄港,化工原料,江蘇江陰,4990
098年12月,高雄港,化工原料,廣東茂名,799
098年12月,高雄港,化工原料,浙江寧波,5893
098年12月,高雄港,化工原料,廣東南沙,19
098年12月,高雄港,化工原料,江蘇南通,3839
098年12月,高雄港,化工原料,上海,41
098年12月,高雄港,化工原料,福建廈門,4771
098年12月,高雄港,化工原料,廣東湛江,4400
098年12月,高雄港,化工原料,江蘇鎮江,974
098年12月,高雄港,化工原料,江蘇張家港,953
098年12月,高雄港,化工原料,廣東珠海,1063
098年12月,高雄港,潤滑油,江蘇南通,955
098年12月,高雄港,鋼材,上海,1
098年12月,高雄港,白蠟油,浙江寧波,1000
098年12月,高雄港,白蠟油,江蘇南京,4025
098年12月,高雄港,其他,江蘇常熟,1725
098年12月,高雄港,其他,江蘇江陰,2008
098年12月,高雄港,其他,江蘇南京,3331
098年12月,高雄港,其他,廣東水東,2020
098年12月,高雄港,其他,福建廈門,2
098年12月,高雄港,其他,江蘇鎮江,6995
099年01月,高雄港,化工原料,江蘇常熟,3018
099年01月,高雄港,化工原料,江蘇常州,1047
099年01月,高雄港,化工原料,廣東東莞,4985
099年01月,高雄港,化工原料,遼寧大連,4757
099年01月,高雄港,化工原料,江蘇江陰,1001
099年01月,高雄港,化工原料,廣東茂名,936
099年01月,高雄港,化工原料,浙江寧波,3001
099年01月,高雄港,化工原料,江蘇南通,5919
099年01月,高雄港,化工原料,上海,1941
099年01月,高雄港,化工原料,江蘇儀徵,4778
